time,hour,day,weekday,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
894,6,37,#Thursday,7295,7994,1393,1730,2204,1313,1310,0,42
921,9,38,#Friday,8882,8285,1350,223,2779,1911,1831,130,58
948,12,39,#Saturday,7898,8062,1388,-22,2440,1908,1875,417,55
975,15,40,#Sunday,6599,6327,1390,5,1772,1268,1483,350,56
1002,18,41,#Monday,8773,8198,1338,881,2225,1909,1779,0,66
1029,21,42,#Tuesday,8343,8199,1388,2097,1648,1509,1490,0,65
1056,0,44,#Thursday,6856,6992,1388,455,1626,1818,1643,0,61
1083,3,45,#Friday,6601,7462,1380,1330,1273,1688,1724,0,65
1111,7,46,#Saturday,7134,7079,1384,782,1591,1630,1622,5,64
1138,10,47,#Sunday,6762,6856,1381,440,1541,1220,1603,612,58
1165,13,48,#Monday,8013,7561,1360,340,1711,1516,1813,753,66
1192,16,49,#Tuesday,7663,7884,1387,1417,1650,1450,1686,230,62
1219,19,50,#Wednesday,8624,7533,1376,602,1840,1743,1906,0,66
1246,22,51,#Thursday,7401,7346,1385,234,1886,1883,1894,0,63
1273,1,53,#Saturday,6780,8072,1387,2755,1049,1255,1574,0,52
1300,4,54,#Sunday,6314,7013,1392,734,1473,1756,1604,0,54
1327,7,55,#Monday,8178,7270,1391,384,1640,1926,1837,32,60
1354,10,56,#Tuesday,8689,8432,1348,1396,1277,1808,2099,447,57
1382,14,57,#Wednesday,8260,9110,1375,2297,1391,1467,2140,373,66
1409,17,58,#Thursday,7897,8528,1367,2691,971,1410,1904,120,64
1436,20,59,#Friday,8374,7946,1388,527,1774,1825,2366,0,66
1463,23,60,#Saturday,7538,7277,1391,288,1762,1506,2271,0,59
1490,2,62,#Monday,5863,6199,1391,766,946,1248,1795,0,54
1517,5,63,#Tuesday,6471,7093,1393,1591,1145,1308,1597,0,57
1544,8,64,#Wednesday,8066,8125,1403,534,2005,1820,2078,223,60
1571,11,65,#Thursday,7923,7895,1341,1350,1417,1385,1774,565,60
1598,14,66,#Friday,7329,7208,1352,597,1714,1075,1989,424,57
1625,17,67,#Saturday,6792,6036,1408,1300,561,1086,1556,72,52
1652,20,68,#Sunday,7138,6867,1393,1612,1884,888,1038,1,50
1680,0,70,#Tuesday,6315,7045,1382,1886,1685,878,1159,0,55
1707,3,71,#Wednesday,6120,6364,1388,1298,1268,1091,1265,0,54
1734,6,72,#Thursday,6787,6796,1389,888,1828,1147,1489,0,55
1761,9,73,#Friday,8006,7387,1373,26,2418,1238,1798,474,59
1788,12,74,#Saturday,7387,8474,1392,2585,1686,808,1551,407,43
1815,15,75,#Sunday,5798,5477,1392,328,981,684,1452,587,51
1842,18,76,#Monday,7584,7950,1386,2242,1832,966,1473,4,47
1869,21,77,#Tuesday,7660,7510,1393,684,2721,1002,1661,0,48
1896,0,79,#Thursday,6309,6951,1390,948,1935,1100,1532,0,46
1923,3,80,#Friday,5978,6566,1392,266,1652,1646,1559,0,51
1951,7,81,#Saturday,6555,6959,1379,815,2266,805,1535,108,51
1978,10,82,#Sunday,5895,6172,1373,8,1915,591,1489,747,47
2005,13,83,#Monday,7155,6874,1374,924,1670,758,1420,681,47
2032,16,84,#Tuesday,7613,7487,1386,1155,2318,945,1477,155,51
2059,19,85,#Wednesday,8317,8001,1385,1364,2759,759,1681,0,53
2086,22,86,#Thursday,7126,7014,1377,117,2792,972,1706,0,50
2113,1,88,#Saturday,6142,5653,1371,237,1660,754,1584,0,47
2140,5,89,#Sunday,5592,5233,1369,41,1628,651,1495,0,48
2167,8,90,#Monday,7495,6975,1393,421,2684,598,1644,183,50
2194,11,91,#Tuesday,7580,7804,1361,2570,1223,580,1477,541,51
2222,15,92,#Wednesday,7059,6599,1373,464,1779,583,1649,702,49
2249,18,93,#Thursday,7284,6830,1373,1098,1902,586,1676,145,48
2276,21,94,#Friday,7860,7428,1383,1913,1836,572,1673,0,51
2303,0,96,#Sunday,6035,6016,1389,358,1840,577,1808,0,45
2330,3,97,#Monday,5337,5255,1393,345,1383,560,1527,0,47
2357,6,98,#Tuesday,6713,6523,1394,1392,1415,566,1705,0,51
2384,9,99,#Wednesday,7667,6730,1377,106,2552,543,1866,246,36
2411,12,100,#Thursday,7860,7263,1341,288,2856,600,1892,241,44
2438,15,101,#Friday,7301,6875,1347,439,2524,564,1575,369,55
2465,18,102,#Saturday,7062,6639,1388,890,1957,590,1712,49,51
2493,22,103,#Sunday,6550,7206,1389,1965,1722,582,1502,0,46
2520,1,105,#Tuesday,6055,6762,1391,934,1920,576,1903,0,36
2547,4,106,#Wednesday,6147,6092,1389,214,2025,575,1837,0,50
2574,7,107,#Thursday,7270,7424,1390,704,2666,586,1992,28,56
2601,10,108,#Friday,7651,7313,1370,255,2464,632,1946,586,59
2628,13,109,#Saturday,6768,7585,1393,1876,1527,612,1492,636,47
2655,16,110,#Sunday,5696,5767,1390,586,1241,626,1462,415,46
2682,19,111,#Monday,7398,6350,1372,393,2062,626,1799,50,47
2709,22,112,#Tuesday,7380,7594,1381,1127,2258,623,2155,0,50
2736,1,114,#Thursday,6120,6361,1388,939,1575,607,1806,0,45
2764,5,115,#Friday,5671,6237,1386,423,1785,591,2006,0,44
2791,8,116,#Saturday,5799,6298,1387,1237,1360,569,1505,199,39
2818,11,117,#Sunday,4928,6084,1387,1431,941,557,1088,641,39
2845,14,118,#Monday,4868,6020,1385,325,2084,554,1001,631,37
2872,17,119,#Tuesday,5907,6368,1355,1140,1717,806,1124,184,41
2899,20,120,#Wednesday,6563,7791,1384,2057,2518,524,1269,1,36
2926,23,121,#Thursday,6345,6335,1382,406,2508,473,1525,0,42
2953,2,123,#Saturday,5499,5367,680,167,2371,473,1635,0,39
2980,5,124,#Sunday,5051,6105,683,1266,2203,471,1444,0,38
3007,8,125,#Monday,7025,7136,684,1114,2964,479,1728,125,40
3034,11,126,#Tuesday,7560,7637,675,453,3548,541,2033,336,48
3062,15,127,#Wednesday,7164,8180,666,1775,3101,443,1787,352,55
3089,18,128,#Thursday,7056,7384,665,1127,3047,463,1926,97,58
3116,21,129,#Friday,7673,7123,677,76,3786,510,2030,0,43
3143,0,131,#Sunday,5672,5594,682,11,2718,434,1719,0,29
3170,3,132,#Monday,5005,4916,681,168,2277,420,1338,0,30
3197,6,133,#Tuesday,6141,5370,681,481,2284,437,1458,2,25
3224,9,134,#Wednesday,7544,7992,659,1015,3723,450,1906,209,29
3251,12,135,#Thursday,7431,7084,657,167,3533,521,1863,309,33
3278,15,136,#Friday,6931,6810,675,341,3128,502,1825,302,37
3305,18,137,#Saturday,6282,6450,681,455,3397,484,1191,211,32
3333,22,138,#Sunday,6195,6667,679,187,3912,429,1434,0,25
3360,1,140,#Tuesday,5623,6181,672,736,2748,425,1571,0,28
3387,4,141,#Wednesday,5315,5676,680,882,2461,429,1194,0,30
3414,7,142,#Thursday,6650,7098,675,614,4012,522,1163,83,29
3441,10,143,#Friday,7152,7000,662,126,4032,482,1172,493,32
3468,13,144,#Saturday,6398,7331,680,657,3865,474,988,641,25
3495,16,145,#Sunday,5389,6173,683,75,3462,456,946,526,25
3522,19,146,#Monday,6815,7883,663,820,4145,486,1686,52,29
3549,22,147,#Tuesday,6844,7960,680,1578,3951,423,1297,0,30
3576,1,149,#Thursday,5591,5716,674,46,3132,428,1407,0,28
3604,5,150,#Friday,5478,5764,676,468,2872,435,1281,0,29
3631,8,151,#Saturday,5947,6165,673,273,3416,410,1226,138,27
3658,11,152,#Sunday,5561,6367,662,252,3387,441,990,610,23
3685,14,153,#Monday,7061,7112,654,442,3750,453,1339,447,25
3712,17,154,#Tuesday,6956,7129,669,1080,3472,441,1197,245,26
3739,20,155,#Wednesday,7168,6952,665,313,4120,452,1353,24,25
3766,23,156,#Thursday,6062,6338,661,269,3587,417,1378,0,26
3793,2,158,#Saturday,7039,7034,659,151,3968,434,1147,647,29
3820,5,159,#Sunday,4879,5970,1375,400,2716,388,1072,0,19
3847,8,160,#Monday,6987,7603,1375,631,3698,390,1214,266,28
3875,12,161,#Tuesday,7491,8595,1369,913,3893,470,1427,493,30
3902,15,162,#Wednesday,7569,8382,1342,610,3903,438,1415,645,25
3929,18,163,#Thursday,7386,8053,1343,645,3785,419,1589,241,29
3956,21,164,#Friday,7557,7853,1372,359,3929,424,1745,0,23
3983,0,166,#Sunday,5801,6909,1376,412,3386,355,1347,0,31
4010,3,167,#Monday,4985,6170,1374,668,2402,359,1336,0,30
4037,6,168,#Tuesday,5783,6463,1368,821,2529,370,1328,18,26
4064,9,169,#Wednesday,7546,7574,1314,165,3553,398,1690,414,40
4091,12,170,#Thursday,7941,8198,1331,451,3358,720,1630,673,35
4118,15,171,#Friday,7518,7436,1326,267,3306,426,1497,570,42
4146,19,172,#Saturday,6820,7314,1365,136,3549,401,1756,64,40
4173,22,173,#Sunday,6456,6828,1359,92,3556,292,1490,0,38
4200,1,175,#Tuesday,5724,6436,1359,1331,2279,367,1068,0,32
4227,4,176,#Wednesday,5696,6863,1355,1548,2243,365,1302,0,49
4254,7,177,#Thursday,6739,7116,1351,143,3365,568,1563,80,48
4281,10,178,#Friday,7421,7978,1293,1723,2745,375,1317,473,49
4308,13,179,#Saturday,6285,7553,1351,1398,2367,372,1279,739,45
4335,16,180,#Sunday,5877,7036,1353,668,2668,392,1352,573,36
4362,19,181,#Monday,7553,8239,1342,513,3316,1205,1730,88,45
4389,22,182,#Tuesday,7804,8100,1344,492,3360,1132,1724,0,47
4416,1,184,#Thursday,5885,6077,1351,868,1645,639,1533,0,41
4444,5,185,#Friday,5729,5758,1346,191,1770,757,1649,0,44
4471,8,186,#Saturday,6327,6231,1350,114,2166,801,1483,275,43
4498,11,187,#Sunday,6046,6665,1346,544,2122,581,1463,564,42
4525,14,188,#Monday,7498,7828,1232,1000,2137,1125,1686,601,45
4552,17,189,#Tuesday,7175,7056,1324,129,2379,1138,1738,301,46
4579,20,190,#Wednesday,7042,6680,1345,357,2269,954,1698,11,45
4606,23,191,#Thursday,6365,5964,1340,348,1878,835,1520,0,42
4633,2,193,#Saturday,5503,5498,1313,36,1662,736,1708,0,41
4660,5,194,#Sunday,4955,5285,1315,208,1705,581,1437,0,37
4687,8,195,#Monday,6890,6079,1359,258,1818,767,1691,138,45
4715,12,196,#Tuesday,7184,6369,1333,80,1790,787,1664,658,47
4742,15,197,#Wednesday,7156,6291,1352,73,1735,745,1651,685,48
4769,18,198,#Thursday,7163,6535,1346,201,1823,1190,1699,229,46
4796,21,199,#Friday,7344,6702,1355,759,1848,1198,1488,0,54
4823,0,201,#Sunday,5619,5401,1357,302,1524,615,1545,0,49
4850,3,202,#Monday,5133,4962,1350,88,1631,364,1488,0,40
4877,6,203,#Tuesday,5803,5677,1348,774,1189,806,1512,2,46
4904,9,204,#Wednesday,7335,6824,1300,311,2027,1183,1586,375,42
4931,12,205,#Thursday,7555,7109,1256,494,1792,1188,1701,628,51
4958,15,206,#Friday,7562,7137,1335,277,1935,1199,1745,594,50
4986,19,207,#Saturday,6807,6365,1341,811,1648,787,1685,50,43
5013,22,208,#Sunday,6393,5626,1343,521,1648,400,1683,0,32
5040,1,210,#Tuesday,5722,5427,1342,43,1495,766,1735,0,45
5067,4,211,#Wednesday,5742,5863,1344,487,1416,778,1790,0,47
5094,7,212,#Thursday,6716,5882,1341,430,1525,774,1744,29,39
5121,10,213,#Friday,7456,6228,1317,66,1404,1162,1702,529,48
5148,13,214,#Saturday,6818,5634,1340,733,1067,426,1580,425,47
5175,16,215,#Sunday,5709,5709,1346,1423,766,416,1326,383,49
5202,19,216,#Monday,6904,5908,1336,236,1725,903,1603,54,49
5229,22,217,#Tuesday,6969,6363,1341,469,1968,819,1711,0,54
5257,2,219,#Thursday,5660,5814,1348,1653,891,568,1302,0,52
5284,5,220,#Friday,5763,5238,1347,479,1018,617,1725,0,51
5311,8,221,#Saturday,6386,5684,1344,319,1338,712,1706,211,54
5338,11,222,#Sunday,6251,5734,1342,89,1431,394,1769,660,49
5365,14,223,#Monday,8024,7171,1309,360,1753,1233,1742,718,55
5392,17,224,#Tuesday,7845,7174,1301,654,1769,1186,1767,440,56
5419,20,225,#Wednesday,7427,6374,1326,395,1658,1188,1756,0,50
5446,23,226,#Thursday,5747,5604,1344,1176,1399,382,1262,0,40
5473,2,228,#Saturday,5223,5006,1347,640,1088,597,1294,0,40
5500,5,229,#Sunday,4898,4481,1349,545,968,393,1188,0,37
5528,9,230,#Monday,6945,5662,1332,6,1671,672,1564,376,39
5555,12,231,#Tuesday,7462,6240,1291,90,1428,1174,1512,703,39
5582,15,232,#Wednesday,7731,6659,1332,368,1606,1104,1565,646,36
5609,18,233,#Thursday,7560,6899,1319,1613,1328,899,1501,189,47
5636,21,234,#Friday,7850,6451,1344,580,1625,1268,1583,0,51
5663,0,236,#Sunday,5827,5464,1348,687,939,981,1467,0,41
5690,3,237,#Monday,5351,5284,1346,1438,768,541,1144,0,47
5717,6,238,#Tuesday,6081,5316,1343,413,1100,792,1625,0,52
5744,9,239,#Wednesday,7588,6916,1316,239,1947,1249,1715,397,52
5771,12,240,#Thursday,7712,6685,1289,89,1614,1227,1707,706,53
5798,15,241,#Friday,7834,6817,1328,512,1469,1269,1581,605,53
5826,19,242,#Saturday,6919,5972,1346,431,1289,1281,1545,33,45
5853,22,243,#Sunday,6272,5295,1346,225,1099,1087,1494,0,44
5880,1,245,#Tuesday,5741,5147,1349,201,972,916,1666,0,43
5907,4,246,#Wednesday,5655,6011,1349,1249,877,839,1655,0,41
5934,7,247,#Thursday,6649,5908,1352,253,1377,981,1876,26,40
5961,10,248,#Friday,7190,6130,1354,213,1217,953,1806,546,40
5988,13,249,#Saturday,6645,5949,1353,490,989,831,1589,654,44
6015,16,250,#Sunday,5870,6043,1353,1308,815,834,1294,398,39
6042,19,251,#Monday,7024,6149,1341,948,1221,1013,1567,15,43
6069,22,252,#Tuesday,6740,6049,1355,614,1231,1232,1571,0,47
6097,2,254,#Thursday,5510,5474,1355,986,819,821,1456,0,38
6124,5,255,#Friday,5704,5600,1359,938,885,681,1690,0,46
6151,8,256,#Saturday,5999,5247,1360,753,1047,720,1170,150,46
6178,11,257,#Sunday,5701,5343,1365,178,820,830,1487,619,44
6205,14,258,#Monday,7229,6329,1315,87,1481,883,1803,713,46
6232,17,259,#Tuesday,7133,5929,1356,152,1469,888,1832,188,45
6259,20,260,#Wednesday,7697,6410,689,339,2201,1017,2120,1,42
6286,23,261,#Thursday,5867,4482,695,782,917,672,1377,0,39
6313,2,263,#Saturday,5403,4558,696,589,935,667,1622,0,48
6340,5,264,#Sunday,5076,4329,697,721,870,637,1367,0,36
6368,9,265,#Monday,7182,5740,676,119,1882,1127,1707,186,42
6395,12,266,#Tuesday,7293,5784,679,508,1475,1273,1565,234,48
6422,15,267,#Wednesday,7018,6585,1357,215,1662,1343,1738,227,41
6449,18,268,#Thursday,7148,6619,1334,810,1325,1303,1775,25,44
6476,21,269,#Friday,7299,6326,1359,231,1635,1334,1720,0,47
6503,0,271,#Sunday,5444,5881,1372,1430,787,940,1314,0,40
6530,3,272,#Monday,4889,5099,1371,1401,426,662,1194,0,44
6557,6,273,#Tuesday,6073,5970,1368,882,838,1254,1568,0,60
6584,9,274,#Wednesday,7292,7151,1366,1321,1369,1234,1533,260,66
6611,12,275,#Thursday,7202,7109,1296,812,1396,1402,1676,464,62
6639,16,276,#Friday,7133,6573,1359,629,1282,1494,1609,135,63
6666,19,277,#Saturday,7250,5911,1373,318,1322,1371,1466,0,61
6693,22,278,#Sunday,6006,5551,1371,217,1265,1158,1478,0,61
6720,1,280,#Tuesday,5794,6099,1368,658,1053,1345,1612,0,63
6747,4,281,#Wednesday,5837,6298,1378,2330,348,991,1188,0,62
6774,7,282,#Thursday,7048,6713,1378,717,1466,1427,1660,0,63
6801,10,283,#Friday,7388,6537,1353,504,1346,1243,1521,510,58
6828,13,284,#Saturday,6348,6238,1381,988,886,914,1266,740,62
6855,16,285,#Sunday,5531,5070,1378,342,877,774,1254,394,52
6882,19,286,#Monday,7641,6481,1367,867,1597,1128,1459,0,61
6910,23,287,#Tuesday,6360,5606,1378,541,840,1278,1507,0,62
6937,2,289,#Thursday,5771,5500,1372,109,859,1307,1787,0,66
6964,5,290,#Friday,5898,5393,1375,15,826,1333,1780,0,64
6991,8,291,#Saturday,6510,5654,1373,16,1058,1468,1600,83,54
7018,11,292,#Sunday,5744,5726,1378,192,782,1374,1383,566,52
7045,14,293,#Monday,6943,6079,1322,118,1028,1416,1528,611,56
7072,17,294,#Tuesday,6968,5980,1374,-16,1256,1379,1829,103,55
7099,20,295,#Wednesday,7969,6371,1366,98,1523,1437,1895,0,50
7126,23,296,#Thursday,6508,5750,1366,362,775,1411,1782,0,53
7153,2,298,#Saturday,5695,4817,1375,29,760,980,1619,0,52
7180,3,299,#Sunday,5196,4459,1373,74,725,719,1515,0,50
7208,7,300,#Monday,7269,5835,1375,15,1527,1095,1701,61,59
7235,10,301,#Tuesday,7908,6365,1357,77,1556,1483,1678,148,64
7262,13,302,#Wednesday,8007,6997,1351,551,1476,1582,1887,89,60
7289,16,303,#Thursday,7999,7491,1321,881,1624,1618,1962,18,67
7316,19,304,#Friday,8240,6555,1373,429,1311,1661,1718,0,64
7343,22,305,#Saturday,6567,6539,1379,2398,534,910,1257,0,62
7370,1,307,#Monday,5372,5748,1378,1228,799,960,1332,0,51
7397,4,308,#Tuesday,5785,6156,1382,2018,438,991,1266,0,60
7424,7,309,#Wednesday,7235,6360,1373,794,1268,1302,1541,18,62
7451,10,310,#Thursday,7667,6607,1322,384,1377,1592,1630,239,63
7479,14,311,#Friday,7105,6156,1365,266,1175,1549,1577,160,62
7506,17,312,#Saturday,7278,6176,1376,911,1011,1264,1553,0,60
7533,20,313,#Sunday,6811,6899,1375,1543,1259,1220,1442,0,58
7560,23,314,#Monday,6395,5412,1367,214,908,1286,1578,0,57
7587,2,316,#Wednesday,5865,6743,1373,1661,828,1234,1588,0,59
7614,5,317,#Thursday,6003,5878,1382,929,832,1113,1565,0,57
7641,8,318,#Friday,7810,6592,1379,423,1599,1348,1758,22,62
7668,11,319,#Saturday,7151,6861,1381,377,1464,1642,1625,308,62
7695,14,320,#Sunday,6221,6471,1385,854,1324,1198,1547,98,63
7722,17,321,#Monday,8237,7876,1340,1316,1771,1643,1740,0,63
7750,21,322,#Tuesday,7542,7012,1378,807,1820,1454,1494,0,59
7777,0,324,#Thursday,6141,7444,1376,1929,1075,1481,1526,0,55
7804,3,325,#Friday,6036,7145,1378,2497,890,1091,1230,0,57
7831,6,326,#Saturday,6388,6763,1427,1210,1429,1220,1425,0,58
7858,9,327,#Sunday,6656,6754,1425,755,1519,1340,1556,99,59
7885,12,328,#Monday,8236,8662,1396,1222,2224,1796,1689,270,64
7912,15,329,#Tuesday,8047,7823,1419,1000,1949,1753,1562,76,63
7939,18,330,#Wednesday,8657,7235,1423,93,2147,1776,1730,0,65
7966,21,331,#Thursday,7906,7362,1427,768,1804,1768,1531,0,62
7993,0,333,#Saturday,6402,6882,1436,1045,1337,1511,1496,0,58
8021,4,334,#Sunday,5601,6886,1426,2071,1143,931,1262,0,49
8048,7,335,#Monday,7973,7274,1426,852,1900,1448,1588,5,53
8075,10,336,#Tuesday,8752,7462,1379,98,2408,1802,1630,83,60
8102,13,337,#Wednesday,8322,7249,1384,48,1916,1845,1617,377,60
8129,16,338,#Thursday,8574,7342,1379,375,1982,1871,1673,2,58
8156,19,339,#Friday,8767,8053,1423,997,2046,1897,1644,0,47
8183,22,340,#Saturday,7232,6890,1429,178,1631,1902,1695,0,55
8210,1,342,#Monday,5990,5851,1430,291,990,1419,1663,0,57
8237,4,343,#Tuesday,6502,6920,1431,1435,866,1518,1608,0,57
8264,7,344,#Wednesday,8323,7830,1426,835,1776,1842,1888,0,61
8292,11,345,#Thursday,8733,8971,1380,1502,1916,1866,2127,121,59
8319,14,346,#Friday,8442,8162,1397,905,1774,1859,2092,71,61
8346,17,347,#Saturday,8288,7273,1429,931,1425,1832,1607,0,49
8373,20,348,#Sunday,7642,7013,1426,714,1632,1513,1669,0,57
8400,23,349,#Monday,6765,6225,1427,193,1065,1831,1650,0,59
8427,2,351,#Wednesday,6104,6301,1428,1501,729,1359,1229,0,55
8454,5,352,#Thursday,6517,5833,1432,291,982,1446,1621,0,60
8481,8,353,#Friday,8107,6921,1426,889,1547,1397,1595,7,60
8508,11,354,#Saturday,7428,6095,1432,548,1394,1012,1500,153,54
8535,14,355,#Sunday,6305,6046,1430,569,1319,1012,1515,150,49
8562,17,356,#Monday,8173,6559,1407,584,2108,1049,1355,0,58
8590,21,357,#Tuesday,6792,6640,1417,2060,1110,954,1052,0,48
8617,0,359,#Thursday,5369,6054,1423,2115,460,961,1046,0,48
8644,3,360,#Friday,5202,6057,1422,902,1331,978,1378,0,46
8671,6,361,#Saturday,5771,6322,1423,1331,934,1174,1408,0,52
8698,9,362,#Sunday,6503,7204,1423,1917,1413,1047,1308,40,55
8725,12,363,#Monday,7268,8491,1403,2419,1651,1054,1471,430,60
8752,15,364,#Tuesday,7146,7513,1426,1977,1453,1040,1473,88,59
8779,18,365,#Wednesday,6623,7727,1426,1994,2349,1093,805,0,59
8806,21,366,#Thursday,6769,7123,1427,814,2484,1520,822,0,56
8833,0,368,#Saturday,6127,5837,1423,701,1195,1545,920,0,53
8861,4,369,#Sunday,5623,4968,1423,265,951,1396,880,0,52
8888,7,370,#Monday,7347,7758,1427,2346,1455,1489,974,0,66
8915,10,371,#Tuesday,8366,8438,1411,986,2108,2021,1524,320,69
8942,13,372,#Wednesday,8557,7585,1368,610,1698,1911,1463,467,68
8969,16,373,#Thursday,8522,7283,1391,323,2051,1792,1617,39,68
8996,19,374,#Friday,8671,7764,1418,494,2492,1947,1345,0,68
9023,22,375,#Saturday,7114,7252,1422,1067,1621,1788,1288,0,65
9050,1,377,#Monday,5975,6061,1426,668,845,1808,1247,0,65
9077,4,378,#Tuesday,6527,5698,1426,16,762,1888,1539,0,66
9104,7,379,#Wednesday,8389,7005,1424,-5,1595,1981,1935,0,72
9132,11,380,#Thursday,9148,7447,1396,113,1745,1950,1916,253,62
9159,14,381,#Friday,8809,7696,1410,388,1832,2025,1798,174,68
9186,17,382,#Saturday,8366,7390,1427,151,1873,2038,1831,0,69
9213,20,383,#Sunday,7901,7774,1422,898,1612,1992,1773,0,73
9240,23,384,#Monday,7063,7396,1422,1860,981,1595,1470,0,68
9267,2,386,#Wednesday,6648,7702,1425,2120,759,1842,1489,0,67
9294,5,387,#Thursday,6729,7952,1423,2500,788,1670,1490,0,65
9321,8,388,#Friday,7599,7312,1426,376,1646,1995,1776,23,67
9348,11,389,#Saturday,7505,7338,1426,252,1640,1893,1496,566,64
9375,14,390,#Sunday,6512,6130,1426,18,980,1851,1398,391,66
9403,18,391,#Monday,8820,7718,1418,73,2196,2072,1894,0,64
9430,21,392,#Tuesday,8025,7782,1424,1000,1635,1934,1722,0,66
9457,0,394,#Thursday,6587,6526,1415,92,1199,1957,1806,0,56
9484,3,395,#Friday,6298,6398,1423,678,717,1927,1590,0,62
9511,6,396,#Saturday,6462,6726,1424,512,1059,1988,1677,0,64
9538,9,397,#Sunday,6473,7267,1426,1981,1019,1294,1215,265,64
9565,12,398,#Monday,8231,8640,1378,2454,1193,1872,1412,267,62
9592,15,399,#Tuesday,8098,7060,1423,1374,1205,1440,1492,62,62
9619,18,400,#Wednesday,8716,8949,1416,2748,1810,1617,1287,0,70
9646,21,401,#Thursday,8128,8005,1424,1351,2067,1987,1105,0,69
9674,1,403,#Saturday,6588,7203,1423,1701,1181,1835,998,0,64
9701,4,404,#Sunday,6106,5420,1422,298,1068,1599,971,0,62
9728,7,405,#Monday,7945,7723,1420,2324,1737,1291,878,1,71
9755,10,406,#Tuesday,8772,7651,1399,1745,1876,1490,871,199,68
9782,13,407,#Wednesday,8078,7959,1407,1578,1601,1770,930,601,70
9809,16,408,#Thursday,7905,6602,1394,426,1827,1680,1017,183,75
9836,19,409,#Friday,8554,8168,1424,1669,2302,1675,1027,0,71
9863,22,410,#Saturday,6866,6321,1425,956,1679,1218,975,0,68
9890,1,412,#Monday,5802,5117,1420,641,964,1163,860,0,69
9917,4,413,#Tuesday,6219,6328,1422,2122,516,1177,1023,0,68
9944,7,414,#Wednesday,7799,6888,1421,1192,1711,1375,1122,1,66
9972,11,415,#Thursday,8374,7030,1373,221,2030,1743,1384,211,68
9999,14,416,#Friday,7951,6606,1404,3,1751,1719,1370,287,68
10026,17,417,#Saturday,7150,6004,1428,222,1791,1440,1022,36,67
10053,20,418,#Sunday,7226,7754,1427,2034,2070,1152,1003,0,67
10080,23,419,#Monday,6578,6925,1423,661,1757,1824,1192,0,68
10107,2,421,#Wednesday,5979,5809,1427,550,1060,1376,1330,0,66
10134,5,422,#Thursday,6261,6721,1429,1902,832,1390,1103,0,64
10161,8,423,#Friday,8141,7199,1426,501,2396,1682,1049,79,65
10188,11,424,#Saturday,7322,6687,1424,335,1987,1351,1007,527,55
10215,14,425,#Sunday,6158,6632,1429,2140,723,863,953,471,52
10243,18,426,#Monday,8171,7561,1428,1779,1980,1101,1187,32,52
10270,21,427,#Tuesday,7619,7598,1425,1800,2056,1089,1173,0,55
